element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Pr,2,"=""615.910""","=""""","=""615.913+""","=""""","=""13""","=""8.1e+05""",C+,"=""9378.63""","=""25610.20""","=""4f3.(4I*).5d""","=""5H*""","=""5""","=""""","=""""","=""6""",,"=""T8137""","=""L3475""",
Fe,1,"=""615.9377""","=""0.0003""","=""615.93730""","=""0.00005""","=""35""","=""""",,"=""37162.746""","=""53393.673""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""3d7.(4F).4d""","=""g 5F""","=""4""",,"=""""","=""L11631""",
Cr,1,"=""615.9424""","=""0.0013""","=""615.94284""","=""0.00003""","=""1""","=""""",,"=""27820.1975""","=""44050.9786""","=""3d4.(5D).4s.4p.(3P*)""","=""y 7P*""","=""3""","=""3d5.(6S).4d""","=""e 5D""","=""4""",,"=""""","=""L14866""",
Pm,2,"=""615.953""","=""""","=""""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7345""",
Sm,1,"=""615.956""","=""""","=""""","=""""","=""45w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Rb,1,"=""615.96264""","=""0.00010""","=""615.9622""","=""0.0004""","=""30c""","=""""",,"=""12816.545""","=""29046.816""","=""4p6.5p""","=""2P*""","=""3/2""","=""4p6.8s""","=""2S""","=""1/2""",,"=""""","=""L7459""",
Ce,1,"=""615.982""","=""""","=""615.9829+""","=""""","=""19""","=""""",,"=""7715.236""","=""23944.962""","=""4f.(2F*) .5d2.(3F).6s (4F)?""","=""*""","=""5""","=""""","=""""","=""6""",,"=""""","=""L3475""",
Th,2,"=""615.9840""","=""0.0005""","=""615.984137""","=""0.000023""","=""0""","=""""",,"=""24414.64266""","=""40644.3356""","=""5f.(2F*).6d2.(3F)""","=""*""","=""3/2""","=""5f2.(3F).6d""","=""""","=""5/2""",,"=""""","=""L2372""",
Pb,2,"=""615.989""","=""""","=""""","=""""","=""10""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7474""",
Lu,2,"=""615.994""","=""""","=""""","=""""","=""150""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Na,8,"=""""","=""""","=""616""","=""5""","=""""","=""4.87e+06""",B+,"=""1817290""","=""1833530""","=""1s2.2p.4p""","=""3D""","=""3""","=""1s2.2p.4d""","=""3D*""","=""3""",,"=""T5633c3,LS""","=""""",
C,3,"=""""","=""""","=""616.001""","=""""","=""""","=""3.67e+05""",B,"=""321426.74""","=""337655.98""","=""1s2.2s.4d""","=""3D""","=""2""","=""1s2.2p.(2P*).3d""","=""3D*""","=""1""",,"=""T5633LS""","=""""",
Zr,1,"=""616.020""","=""""","=""""","=""""","=""25""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Pr,3,"=""616.024""","=""""","=""""","=""""","=""5000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2466""",
Cu,2,"=""616.0573""","=""0.0004""","=""616.05707""","=""0.00015""","=""320""","=""""",,"=""117883.0985""","=""134110.870""","=""3d9.(2D<3/2>).4d""","=""2[7/2]""","=""4""","=""3d8.(3F).4s.4p.(1P*)""","=""3G*""","=""5""",,"=""""","=""L869c171""",
Bi,3,"=""616.060""","=""0.020""","=""616.071""","=""0.011""","=""120""","=""8.3e+07""",C,"=""162241.6""","=""178469.0""","=""6s2.6f""","=""2F*""","=""5/2""","=""6s2.6g""","=""2G""","=""7/2""",,"=""T10236""","=""L3331,L21488""",
Na,1,"=""616.07470""","=""0.00005""","=""616.07471""","=""0.00008""","=""2""","=""4.98e+06""",A,"=""16973.36619""","=""33200.673""","=""2p6.3p""","=""2P*""","=""3/2""","=""2p6.5s""","=""2S""","=""1/2""",,"=""c30""","=""L15039""",
Ca,3,"=""616.0875""","=""0.0016""","=""616.0886""","=""0.0015""","=""14""","=""""",,"=""327922.87""","=""344149.81""","=""3s2.3p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",,"=""""","=""L1405""",
Cr,2,"=""616.10400""","=""0.00003""","=""616.10398""","=""0.00011""","=""46""","=""""",,"=""89055.9455""","=""105282.4815""","=""3d4.(5D).4d""","=""e 4G""","=""5/2""","=""3d4.(5D<1>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L18847""",
In,2,"=""616.109""","=""0.008""","=""616.113""","=""0.003""","=""2000""","=""""",,"=""123699.170""","=""139925.47""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=5>.6g""","=""""","=""""",,"=""""","=""L3548c130""",
Pr,2,"=""616.118""","=""""","=""616.118+""","=""""","=""190""","=""1.02e+07""",C,"=""8489.87""","=""24716.04""","=""4f3.(4I*).5d""","=""5I*""","=""5""","=""4f3.(4I*).6p""","=""5I""","=""5""",,"=""T8137""","=""L3475""",
Pr,3,"=""616.122""","=""""","=""""","=""""","=""1500w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L2466""",
Ca,1,"=""616.129""","=""""","=""616.1297""","=""""","=""22""","=""3.3e+06""",D,"=""20349.260""","=""36575.119""","=""3p6.3d.4s""","=""3D""","=""2""","=""3p6.4s.5p""","=""3P*""","=""2""",,"=""T866LS""","=""L6097""",
Th,1,"=""616.135328""","=""0.000008""","=""616.135333""","=""0.000005""","=""1700""","=""""",,"=""15490.077832""","=""31715.78811""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""6""",,"=""""","=""L18702""",
W,1,"=""616.143""","=""""","=""616.140""","=""0.003""","=""8""","=""2.6e+05""",C,"=""18116.84""","=""34342.44""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""1""",,"=""T6977""","=""L153""",
Ac,2,"=""616.1476""","=""0.0009""","=""616.1474""","=""0.0005""","=""34""","=""1.0e+06""",E,"=""14949.173""","=""31174.565""","=""6d2""","=""3F""","=""3""","=""5f.7s""","=""1F*""","=""3""",,"=""T10463""","=""L7344""",
Th,1,"=""616.1649""","=""0.0003""","=""616.163333""","=""0.000016""","=""16""","=""""",,"=""22141.60454""","=""38366.5775""","=""""","=""*""","=""3""","=""6d4""","=""""","=""4""",,"=""""","=""L12239""",
Br,2,"=""616.174""","=""""","=""""","=""""","=""300""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7484""",
Th,1,"=""616.17651""","=""0.00008""","=""616.176487""","=""0.000016""","=""100""","=""""",,"=""19986.16721""","=""36210.7938""","=""5f.6d2.7s""","=""5H*""","=""6""","=""""","=""""","=""5""",,"=""""","=""L5951""",
S,2,"=""616.183""","=""0.004""","=""616.1820""","=""0.0009""","=""39""","=""1.16e+05""",D,"=""114804.365""","=""131028.847""","=""3s2.3p2.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p2.(3P).4p""","=""4S*""","=""3/2""",,"=""T3186c85""","=""L7425c196""",
Cl,2,"=""""","=""""","=""616.184""","=""""","=""""","=""2.29e+00""",C,"=""11653.58""","=""27878.02""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p4""","=""1S""","=""0""",E2,"=""T761""","=""""",
Ce,1,"=""616.214""","=""""","=""616.2132+""","=""""","=""19""","=""""",,"=""2437.629""","=""18661.289""","=""4f.(2F*) .5d2.(3F).6s (4F)""","=""5H*""","=""4""","=""4f2.(3H).5d (4F).6s""","=""""","=""5""",,"=""""","=""L3475""",
Xe,1,"=""616.216""","=""0.001""","=""616.2174+""","=""""","=""3""","=""""",,"=""78956.031""","=""95179.580""","=""5p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""","=""5p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""0""",,"=""""","=""L4739""",
Ca,1,"=""616.217""","=""""","=""616.2173""","=""""","=""30""","=""4.77e+07""",C,"=""15315.943""","=""31539.495""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.4s.5s""","=""3S""","=""1""",,"=""T8043""","=""L6097""",
Th,1,"=""616.217005""","=""0.000011""","=""616.21722""","=""0.00004""","=""5200bl""","=""""",,"=""23741.07467""","=""39964.6289""","=""""","=""*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Th,1,"=""616.2261""","=""0.0004""","=""616.226218""","=""0.000016""","=""23""","=""""",,"=""17073.80916""","=""33297.1264""","=""6d3.(4P).7s""","=""""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L3552""",
Th,1,"=""616.2456""","=""0.0004""","=""616.245489""","=""0.000016""","=""46""","=""""",,"=""17959.89498""","=""34182.7049""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L3552""",
In,2,"=""616.252""","=""0.006""","=""616.254""","=""0.003""","=""4100""","=""""",,"=""123699.170""","=""139921.76""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=4>.6g""","=""""","=""""",,"=""""","=""L3548c130""",
Pa,1,"=""616.256""","=""""","=""""","=""""","=""3000""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u2""",
W,1,"=""616.270""","=""""","=""616.271""","=""0.003""","=""1""","=""""",,"=""27670.48""","=""43892.62""","=""5d5.(4F).6s""","=""5F""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
S,8,"=""""","=""""","=""616.3+""","=""""","=""""","=""6.44e-01""",C+,"=""1679967""","=""1696189""","=""2s2.2p4.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""",M1,"=""u29""","=""""",
Th,1,"=""616.28515""","=""0.00023""","=""616.285557""","=""0.000009""","=""42""","=""""",,"=""11802.93238""","=""28024.68756""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L12239""",
Th,1,"=""616.29699""","=""0.00005""","=""616.296934""","=""0.000006""","=""200""","=""""",,"=""13088.56115""","=""29310.01688""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L5951""",
Cs,3,"=""616.3051""","=""0.0007""","=""616.3063""","=""0.0004""","=""47000""","=""5.55e+07""",,"=""208758.432""","=""224979.641""","=""5s2.5p4.(3P<2>).7p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<2>).7d""","=""2[2]""","=""5/2""",,"=""T8611""","=""L14869""",
Pm,1,"=""616.316""","=""""","=""""","=""""","=""400""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L4514c1""",
Th,1,"=""616.3207""","=""0.0003""","=""616.32040""","=""0.00005""","=""27""","=""""",,"=""25806.5369""","=""42027.3749""","=""""","=""*""","=""1 or 2""","=""6d4""","=""1D""","=""2""",,"=""""","=""L12239""",
Th,2,"=""616.3249""","=""0.0005""","=""616.325208""","=""0.000016""","=""14""","=""""",,"=""22642.10563""","=""38862.8172""","=""5f.6d.(1H*).7s""","=""*""","=""9/2""","=""5f2.(1I).7s""","=""""","=""11/2""",,"=""""","=""L2372""",
Fe,1,"=""616.35441""","=""0.00011""","=""616.35434""","=""0.00005""","=""105""","=""8.44e+03""",C+,"=""17726.988""","=""33946.933""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3P*""","=""2""",,"=""T5783""","=""L11631""",
Ne,1,"=""616.35937""","=""0.00005""","=""616.35939""","=""0.00005""","=""10000""","=""1.46e+07""",B+,"=""134818.6405""","=""151038.4524""","=""2s2.2p5.(2P*<1/2>).3s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""",,"=""T2733""","=""L7292""",
Xe,1,"=""616.3661""","=""0.0002""","=""616.3661+""","=""""","=""90""","=""""",,"=""78119.798""","=""94339.433""","=""5p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""","=""5p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
Kr,1,"=""616.36760""","=""""","=""616.36760+""","=""""","=""7""","=""""",,"=""93123.3409""","=""109342.9368""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L11281""",
Th,1,"=""616.37269""","=""0.00015""","=""616.372529""","=""0.000009""","=""200""","=""""",,"=""18930.29333""","=""35149.75961""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L12239""",
Ca,1,"=""616.376""","=""""","=""616.3755""","=""""","=""22""","=""5.6e+06""",D,"=""20335.360""","=""36554.749""","=""3p6.3d.4s""","=""3D""","=""1""","=""3p6.4s.5p""","=""3P*""","=""1""",,"=""T866LS""","=""L6097""",
Ba,3,"=""616.3773""","=""0.0020""","=""616.3777""","=""0.0015""","=""5""","=""""",,"=""229106.94""","=""245326.27""","=""5p5.(2P*<3/2>).5f""","=""2[5/2]""","=""3""","=""5p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L3667""",
Xe,3,"=""616.387""","=""0.001""","=""616.377+""","=""""","=""0bl""","=""""",,"=""161809.98""","=""178029.33""","=""5s2.5p3.(2D*).5d""","=""1D*""","=""2""","=""5s2.5p3.(2P*).6p""","=""3P""","=""1""",,"=""""","=""L7270""",
Cs,2,"=""616.3887""","=""0.0003""","=""616.38847""","=""0.00005""","=""1400""","=""""",,"=""139248.8879""","=""155467.9346""","=""5p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""1""","=""5p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L12126""",
Th,1,"=""616.3905""","=""0.0003""","=""616.389702""","=""0.000019""","=""28""","=""""",,"=""22163.13360""","=""38382.1480""","=""""","=""*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L12239""",
Xe,1,"=""616.3935""","=""0.0002""","=""616.3931+""","=""""","=""80""","=""""",,"=""77185.041""","=""93403.966""","=""5p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""","=""5p5.(2P*<3/2>).5f""","=""2[5/2]""","=""2""",,"=""""","=""L7292""",
C,3,"=""""","=""""","=""616.396""","=""""","=""""","=""2.28e+05""",B,"=""321450.05""","=""337668.89""","=""1s2.2s.4d""","=""3D""","=""3""","=""1s2.2p.(2P*).3d""","=""3D*""","=""2""",,"=""T5633LS""","=""""",
Nb,1,"=""616.432""","=""""","=""""","=""""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Th,1,"=""616.447940""","=""0.000004""","=""616.447944""","=""0.000003""","=""5700""","=""""",,"=""0.000000""","=""16217.482038""","=""6d2.7s2""","=""3F""","=""2""","=""6d.7s2.7p""","=""1D*""","=""2""",,"=""""","=""L18702""",
Tm,1,"=""616.4550""","=""0.0005""","=""616.4550+""","=""""","=""3""","=""4.0e+04""",C,"=""18837.385""","=""35054.681""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",,"=""T6708""","=""L2006""",
Hf,1,"=""616.4700""","=""0.0011""","=""616.46836""","=""0.00006""","=""18""","=""""",,"=""5521.7776""","=""21738.7225""","=""5d2.6s2""","=""a 3P""","=""0""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""1""",,"=""""","=""L16323""",
Ti,2,"=""616.472""","=""""","=""616.47195""","=""0.00004""","="":""","=""4.80e-02""",D+,"=""8744.3406""","=""24961.1910""","=""3d2.(1D).4s""","=""a 2D""","=""5/2""","=""3d.4s2""","=""c 2D""","=""3/2""",M1+E2,"=""T3093""","=""L18002""",
Ac,2,"=""616.4750""","=""0.0009""","=""616.4743""","=""0.0009""","=""9400c""","=""2.80e+07""",B,"=""4739.631""","=""20956.42""","=""6d.7s""","=""3D""","=""1""","=""7s.7p""","=""3P*""","=""0""",,"=""T9296""","=""L7344""",
Kr,3,"=""616.476""","=""""","=""616.473+""","=""""","=""1h""","=""""",,"=""193651.72""","=""209868.53""","=""4s2.4p3.(2D*).4d""","=""1D*""","=""2""","=""4s2.4p3.(2P*).5p""","=""3D""","=""3""",,"=""""","=""L3356""",
Th,1,"=""616.4842""","=""0.0004""","=""616.484286""","=""0.000016""","=""92""","=""""",,"=""15863.88829""","=""32080.4143""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L3552""",
I,1,"=""616.488""","=""0.004""","=""616.4872""","=""0.0010""","=""430c""","=""""",,"=""66354.9277""","=""82571.378""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).8f""","=""2[1]*""","=""3/2""",,"=""""","=""L13998""",
Ti,2,"=""616.4939""","=""0.0003""","=""616.49401""","=""0.00008""","=""11""","=""""",,"=""65460.1706""","=""81676.4409""","=""3d2.(3F).4d""","=""4D""","=""7/2""","=""3d2.(3F).4f""","=""4H*""","=""9/2""",,"=""""","=""u37""",
Ti,2,"=""616.5112""","=""0.0006""","=""616.51120""","=""0.00019""","=""6""","=""""",,"=""52630.881""","=""68846.699""","=""3d.(2D).4s.4p.(3P*)""","=""4D*""","=""5/2""","=""3d2.(3F).4d""","=""f 4F""","=""5/2""",,"=""""","=""u37""",
Ar,1,"=""""","=""""","=""616.51229""","=""""","=""""","=""9.89e+04""",C,"=""107289.7001""","=""123505.4896""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Fe,1,"=""616.53599""","=""0.00011""","=""616.53595""","=""0.00005""","=""204""","=""6.54e+05""",C+,"=""33412.717""","=""49627.884""","=""3d8""","=""c 3F""","=""3""","=""3d7.(2G).4p""","=""v 3G*""","=""4""",,"=""T5720""","=""L11631""",
Pr,1,"=""616.538""","=""""","=""""","=""""","=""18""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ce,1,"=""616.545""","=""""","=""616.5397+""","=""""","=""19bl""","=""""",,"=""9425.529""","=""25640.598""","=""4f.(2F*) .5d2.(3P).6s (4P)""","=""3D*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L3475""",
Fe,3,"=""616.546""","=""0.003""","=""616.5499""","=""0.0019""","=""260p""","=""5.56e+07""",B,"=""184951.76""","=""201166.56""","=""3d5.(4P).5s""","=""5P""","=""3""","=""3d5.(4P).5p""","=""5D*""","=""3""",,"=""u44""","=""L1171""",
Cs,2,"=""616.55035""","=""0.00006""","=""616.55026""","=""0.00005""","=""3300""","=""""",,"=""155758.1267""","=""171972.9175""","=""5p5.(2P*<3/2>).7p""","=""2[1/2]""","=""1""","=""5p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L12126""",
Th,1,"=""616.5538""","=""0.0004""","=""616.554108""","=""0.000012""","=""46""","=""""",,"=""20566.62381""","=""36781.3134""","=""6d2.7s.7p""","=""5D*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L3552""",
P,2,"=""616.559""","=""""","=""616.560""","=""""","=""350""","=""1.6e+07""",D,"=""87124.60""","=""103339.14""","=""3s2.3p.4s""","=""3P*""","=""2""","=""3s2.3p.4p""","=""3D""","=""2""",,"=""T1619CA,LS""","=""L3986""",
La,1,"=""616.570""","=""""","=""616.569+""","=""""","=""80""","=""1.7e+07""",B,"=""7490.521""","=""23704.81""","=""5d2.(3P).6s""","=""4P""","=""3/2""","=""5d2.(3P).6p""","=""4D*""","=""3/2""",,"=""T9460""","=""L3475""",
W,1,"=""616.570""","=""""","=""616.567""","=""0.003""","=""1""","=""""",,"=""29853.66""","=""46068.02""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Cu,1,"=""616.57""","=""0.05""","=""616.578""","=""0.010""","=""1h""","=""""",,"=""54784.065""","=""70998.12""","=""3d10.6p""","=""2P*""","=""3/2""","=""3d9.4s.(3D).4d""","=""4S""","=""3/2""",,"=""""","=""L150""",
Th,1,"=""616.58340""","=""0.00006""","=""616.583489""","=""0.000012""","=""150""","=""""",,"=""20214.92997""","=""36428.8469""","=""6d2.7s.7p""","=""5D*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L5951""",
Pr,2,"=""616.594""","=""""","=""616.589+""","=""""","=""270""","=""""",,"=""7446.43""","=""23660.20""","=""4f3.(4I*).5d""","=""5I*""","=""4""","=""4f3.(4I*).6p""","=""5I""","=""4""",,"=""""","=""L3475""",
Th,1,"=""616.5972""","=""0.0004""","=""616.59631""","=""0.00004""","=""7""","=""""",,"=""28188.34547""","=""44401.9252""","=""""","=""*""","=""6""","=""""","=""""","=""6 or 7""",,"=""""","=""L12239""",
Mn,5,"=""""","=""""","=""616.60""","=""""","=""""","=""1.6e-02""",E,"=""835.1""","=""17048.6""","=""3d3""","=""4F""","=""7/2""","=""3d3""","=""4P""","=""5/2""",E2,"=""T233n""","=""""",
Ne,2,"=""616.609""","=""0.005""","=""616.60663""","=""0.00011""","=""80""","=""""",,"=""301947.9789""","=""318161.2874""","=""2s2.2p4.(3P).4d""","=""4D""","=""3/2""","=""2s2.2p4.(3P<2>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L1406""",
I,1,"=""616.644""","=""0.004""","=""616.6415""","=""0.0021""","=""2200c""","=""""",,"=""66354.9277""","=""82567.32""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).8f""","=""2[2]*""","=""3/2""",,"=""""","=""L13998""",
Ca,1,"=""616.644""","=""""","=""616.6439""","=""""","=""24""","=""2.2e+07""",D,"=""20335.360""","=""36547.688""","=""3p6.3d.4s""","=""3D""","=""1""","=""3p6.4s.5p""","=""3P*""","=""0""",,"=""T866LS""","=""L6097""",
Th,1,"=""616.65362""","=""0.00023""","=""616.653157""","=""0.000016""","=""51""","=""""",,"=""25336.49797""","=""41548.5831""","=""""","=""*""","=""6""","=""""","=""""","=""6""",,"=""""","=""L12239""",
Hf,1,"=""616.6590""","=""0.0011""","=""""","=""""","=""9""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
Nd,2,"=""616.667""","=""""","=""616.6651+""","=""""","=""23""","=""""",,"=""11709.615""","=""27921.385""","=""4f4.(5I).5d""","=""6H""","=""9/2""","=""4f4.(5I).6p""","=""4I*""","=""9/2""",,"=""""","=""L3475""",
Th,1,"=""616.6709""","=""0.0004""","=""616.671171""","=""0.000008""","=""45""","=""""",,"=""19588.36224""","=""35799.97381""","=""6d2.7s.7p""","=""5G*""","=""5""","=""5f.6d.7s.7p""","=""3I""","=""6""",,"=""""","=""L3552""",
Ar,2,"=""616.67835""","=""0.00008""","=""616.67821""","=""0.00010""","=""4""","=""""",,"=""192712.058""","=""208923.4846""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L2634""",
V,2,"=""""","=""""","=""616.68152""","=""0.00019""","=""""","=""3.5e-01""",C+,"=""14461.7495""","=""30673.089""","=""3d4""","=""a 3G""","=""3""","=""3d4""","=""d 3F1""","=""2""",E2,"=""T9770""","=""""",
Ti,12,"=""""","=""""","=""615.6""","=""""","=""""","=""1.20e+02""",D,"=""2087420""","=""2103660""","=""2p6.8p""","=""2P*""","=""3/2""","=""2p6.8f""","=""2F*""","=""7/2""",E2,"=""T3335LS""","=""""",
Ra,1,"=""616.703""","=""0.005""","=""616.7051""","=""0.0024""","=""5""","=""1.46e+07""",C+,"=""14707.29""","=""30918.01""","=""7s.6d""","=""3D""","=""3""","=""6d.7p""","=""1D*""","=""2""",,"=""T8002""","=""L3527""",
Hf,1,"=""616.7040""","=""0.0011""","=""616.70418""","=""0.00004""","=""90""","=""""",,"=""8983.7652""","=""25194.5090""","=""5d2.6s2""","=""a 3P""","=""2""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5D*""","=""1""",,"=""""","=""L16323""",
Th,2,"=""616.7059""","=""0.0005""","=""616.70624""","=""0.00005""","=""0""","=""""",,"=""29095.4647""","=""45306.1545""","=""5f.(2F*).6d2.(1D)""","=""*""","=""5/2""","=""5f.6d.7p""","=""""","=""3/2""",,"=""""","=""L2372""",
C,3,"=""""","=""""","=""616.755""","=""""","=""""","=""1.17e+06""",B,"=""364896""","=""381105.4""","=""1s2.2s.7p""","=""1P*""","=""1""","=""1s2.2p.(2P*).4p""","=""1P""","=""1""",,"=""T5633""","=""""",
Ar,2,"=""616.76273""","=""0.00008""","=""616.76267""","=""0.00010""","=""4""","=""""",,"=""192712.058""","=""208921.2645""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""","=""3s2.3p4.(1D<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L2634""",
N,2,"=""616.776""","=""""","=""616.775""","=""""","=""285""","=""2.65e+07""",C+,"=""186652.49""","=""202861.36""","=""2s2.2p.3d""","=""3F*""","=""4""","=""2s2.2p.4p""","=""3D""","=""3""",,"=""T6385n""","=""L3513""",
Ac,2,"=""616.7831""","=""0.0009""","=""616.7833""","=""0.0006""","=""1400cl""","=""7.3e+06""",C+,"=""16756.847""","=""32965.512""","=""6d2""","=""3F""","=""4""","=""5f.7s""","=""3F*""","=""4""",,"=""T10463""","=""L7344""",
Hf,1,"=""616.8030""","=""0.0011""","=""616.8023""","=""0.0003""","=""27""","=""""",,"=""33139.1776""","=""49347.343""","=""5d2.(a 3P).6s.(a 4P).6p""","=""z 5P*""","=""3""","=""""","=""4935""","=""3""",,"=""""","=""L16323""",
