element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,2,"=""450.81286""","=""0.00012""","=""450.81279""","=""0.00008""","=""180""","=""""",,"=""281332.521""","=""303508.458""","=""2s2.2p4.(3P).3d""","=""2P""","=""1/2""","=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L9088""",
Th,2,"=""450.81631""","=""0.00004""","=""450.816362""","=""0.000007""","=""96""","=""""",,"=""1521.89632""","=""23697.6574""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""5f.(2F*).6d2.(3P)""","=""*""","=""7/2""",,"=""""","=""L5951""",
Ti,1,"=""450.8266""","=""0.0002""","=""450.82673""","=""0.00010""","=""14""","=""""",,"=""17540.188""","=""39715.439""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(2D2).4p""","=""s 3D*""","=""3""",,"=""""","=""L10989""",
Fe,2,"=""450.82805""","=""0.00009""","=""450.828023""","=""0.000020""","=""330""","=""7.e+05""",D,"=""23031.2829""","=""45206.4704""","=""3d6.(3F2).4s""","=""b 4F""","=""3/2""","=""3d6.(5D).4p""","=""z 4D*""","=""1/2""",,"=""T6892c83""","=""L18349c139""",
Cs,2,"=""450.8418""","=""0.0002""","=""450.84179""","=""0.00005""","=""140""","=""""",,"=""157071.2245""","=""179245.7349""","=""5p5.(2P*<3/2>).7p""","=""2[3/2]""","=""2""","=""5p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L12126""",
Rn,1,"=""450.848""","=""""","=""""","=""""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L7432""",
W,2,"=""450.84849""","=""""","=""450.84857""","=""0.00014""","=""15""","=""""",,"=""26158.581""","=""48332.758""","=""5d5""","=""4G""","=""9/2""","=""5d3.(4F).6s.(5F).6p""","=""6G*""","=""11/2""",,"=""""","=""L11762""",
Pt,1,"=""450.85835""","=""0.00020""","=""450.85850""","=""0.00008""","=""30""","=""""",,"=""37590.5647""","=""59764.253""","=""5d9.6p""","=""3F*""","=""4""","=""5d9.6d""","=""3D""","=""3""",,"=""""","=""L6581""",
Th,1,"=""450.86073""","=""0.00006""","=""450.860727""","=""0.000016""","=""40""","=""""",,"=""19713.03109""","=""41886.6101""","=""6d3.(2F).7s""","=""3F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Th,2,"=""450.86392""","=""0.00006""","=""450.863923""","=""0.000007""","=""19""","=""""",,"=""12488.28836""","=""34661.7102""","=""5f.6d.(3F*).7s""","=""4F*""","=""9/2""","=""5f.6d.(3H*).7p""","=""4I""","=""11/2""",,"=""""","=""L5951""",
V,4,"=""450.867""","=""""","=""450.86+""","=""""","=""2""","=""1.3e+07""",D,"=""264113.1""","=""286286.5""","=""3p6.3d.4f""","=""3F*""","=""4""","=""3p6.3d.5d""","=""3F""","=""4""",,"=""T2757""","=""L147""",
S,2,"=""450.8711""","=""0.0012""","=""450.8703""","=""0.0006""","=""440""","=""""",,"=""131028.847""","=""153201.955""","=""3s2.3p2.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p2.(3P).4d""","=""4D""","=""3/2""",,"=""""","=""L5883""",
Th,1,"=""450.87150""","=""0.00020""","=""450.871530""","=""0.000012""","=""8""","=""""",,"=""16783.84708""","=""38956.8948""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""4""",,"=""""","=""L3552""",
Cr,1,"=""450.8758""","=""0.002""","=""450.87433""","=""0.00016""","=""5""","=""""",,"=""37244.011""","=""59416.921""","=""3d5.(2G2).4s""","=""c 3G""","=""4""","=""3d4.(3F1).4s.4p.(1P*)""","=""r 3F*""","=""3""",,"=""""","=""L808""",
Ca,3,"=""450.8787""","=""0.0018""","=""450.8788""","=""0.0014""","=""80""","=""""",,"=""328606.78""","=""350779.47""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<1/2>).4f""","=""2[7/2]""","=""3""",,"=""""","=""L1405""",
Th,2,"=""450.8841""","=""0.0003""","=""450.883909""","=""0.000012""","=""11""","=""""",,"=""17722.98541""","=""39895.4244""","=""5f.(2F*).6d2.(3F)""","=""*""","=""9/2""","=""5f.6d.(3G*).7p""","=""""","=""9/2""",,"=""""","=""L2372""",
Xe,2,"=""450.897""","=""""","=""450.902+""","=""""","=""0a""","=""""",,"=""139182.58""","=""161354.15""","=""5s2.5p4.(3P<2>).4f""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<1>).5g""","=""2[4]""","=""7/2""",,"=""""","=""L6991""",
Na,2,"=""450.8997""","=""0.0003""","=""450.900""","=""0.003""","=""130""","=""""",,"=""331665.59""","=""353837.23""","=""2s2.2p5.(2P*<3/2>).3d""","=""2[5/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L914""",
Tb,2,"=""450.904""","=""""","=""""","=""""","=""45bl""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sr,4,"=""450.9079""","=""0.002""","=""450.9079""","=""0.0014""","=""8w""","=""""",,"=""382914.84""","=""405086.10""","=""4s2.4p4.(3P<2>).5g""","=""2[4]""","=""7/2""","=""4s2.4p4.(3P<2>).6h""","=""2[4]*""","=""7/2""",,"=""""","=""L4311""",
S,2,"=""450.9180""","=""0.0012""","=""450.9162""","=""0.0006""","=""640""","=""""",,"=""130134.158""","=""152305.01""","=""3s2.3p2.(3P).4p""","=""4P*""","=""5/2""","=""3s2.3p2.(3P).4d""","=""4F""","=""7/2""",,"=""""","=""L5883""",
Mn,2,"=""450.921""","=""0.0015""","=""450.9206""","=""0.0006""","=""2""","=""""",,"=""43395.395""","=""65566.03""","=""3d5.(2D).4s""","=""c 3D""","=""3""","=""3d5.(4G).4p""","=""z 5H*""","=""4""",,"=""""","=""L562""",
V,1,"=""450.9282""","=""0.0002""","=""450.92814""","=""0.00004""","=""48000""","=""5.7e+06""",C+,"=""15664.801""","=""37835.065""","=""3d4.(3F2).4s""","=""b 4F""","=""3/2""","=""3d4.(3P2).4p""","=""t 4D*""","=""3/2""",,"=""T9399""","=""L15916""",
W,1,"=""450.9300""","=""""","=""450.9331""","=""0.0016""","=""4w""","=""""",,"=""29430.50""","=""51600.52""","=""""","=""""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
Cu,1,"=""450.9374""","=""0.0009""","=""450.9382""","=""0.0010""","=""400""","=""2.75e+07""",C+,"=""42302.58""","=""64472.35""","=""3d9.(2D).4s.4p.(3P*)""","=""4F*""","=""3/2""","=""3d9.4s.(3D).5s""","=""4D""","=""1/2""",,"=""T1343""","=""L772""",
Pm,2,"=""450.938""","=""""","=""""","=""""","=""100""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u8""",
Th,1,"=""450.93900""","=""0.00020""","=""450.939461""","=""0.000014""","=""8""","=""""",,"=""19516.98043""","=""41686.6880""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L3552""",
Am,2,"=""450.945""","=""""","=""""","=""""","=""5000l""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3500""",
Th,2,"=""450.95786""","=""0.00006""","=""450.957809""","=""0.000007""","=""18""","=""""",,"=""9585.40432""","=""31754.2099""","=""5f.6d.(3G*).7s""","=""4G*""","=""5/2""","=""5f.7s.(1F*).7p""","=""""","=""5/2""",,"=""""","=""L5951""",
In,3,"=""450.958""","=""""","=""""","=""""","=""40""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""u12""",
Fe,2,"=""450.9605""","=""""","=""450.960545""","=""0.000014""","="":""","=""7.4e-02""",C,"=""862.6118""","=""23031.2829""","=""3d6.(5D).4s""","=""a 6D""","=""3/2""","=""3d6.(3F2).4s""","=""b 4F""","=""3/2""",M1,"=""T9588,T10588c104""","=""L22747""",
Ba,2,"=""450.963""","=""""","=""450.9625+""","=""""","=""""","=""1.2e+06""",E,"=""48483.332""","=""70651.905""","=""4f""","=""2F*""","=""7/2""","=""9d""","=""2D""","=""5/2""",,"=""T4515""","=""L6094""",
Fe,1,"=""450.97339""","=""0.00016""","=""450.97346""","=""0.00005""","=""162""","=""""",,"=""34039.516""","=""56207.552""","=""3d7.(4F).4p""","=""y 5F*""","=""4""","=""3d6.4s.(6D).5d""","=""5D""","=""4""",,"=""""","=""L11631""",
W,1,"=""450.9753""","=""""","=""450.9756""","=""0.0016""","=""2""","=""""",,"=""27488.11""","=""49656.04""","=""5d5.(6S).6p""","=""7P*""","=""3""","=""5d4.6s.(6D).7s""","=""5D""","=""3""",,"=""""","=""L153""",
V,2,"=""450.9799""","=""0.0009""","=""450.97788""","=""0.00004""","=""55""","=""""",,"=""48730.7480""","=""70898.5669""","=""3d3.(2G).4p""","=""y 3G*""","=""4""","=""3d3.(4F).5s""","=""3F""","=""4""",,"=""""","=""L10089c179""",
Th,1,"=""450.98422""","=""0.00004""","=""450.984211""","=""0.000016""","=""57""","=""""",,"=""19588.36224""","=""41755.8700""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""4""",,"=""""","=""L5951""",
Ar,2,"=""450.9957""","=""0.0008""","=""450.99643""","=""0.00003""","=""2""","=""""",,"=""172829.6539""","=""194996.5613""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Th,1,"=""450.99587""","=""0.00003""","=""450.995862""","=""0.000005""","=""140""","=""""",,"=""11241.73043""","=""33408.66553""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L5951""",
Na,7,"=""""","=""""","=""451""","=""3""","=""""","=""4.74e+06""",B,"=""1104620""","=""1126810""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""",,"=""T7192c3,LS""","=""""",
Cr,1,"=""451.0005""","=""0.0004""","=""451.00073""","=""0.00012""","=""15""","=""4.1e+05""",E,"=""36558.446""","=""58725.142""","=""3d5.(2F2).4s""","=""d 3F""","=""2""","=""3d5.(4F).4p""","=""u 3D*""","=""1""",,"=""T3963""","=""L9190""",
Ru,1,"=""451.010""","=""""","=""451.009+""","=""""","=""120""","=""""",,"=""8084.12""","=""30250.40""","=""4d7.(a 4F).5s""","=""a 3F""","=""3""","=""4d6.5s.(a 6D).5p""","=""z 7P*""","=""4""",,"=""""","=""L3475""",
Pr,2,"=""451.015""","=""""","=""451.015+""","=""""","=""790""","=""1.99e+07""",B,"=""3403.21""","=""25569.19""","=""4f3.(4I*<13/2>).6s<1/2>""","=""(13/2,1/2)*""","=""6""","=""4f3.(4I*).6p""","=""5K""","=""7""",,"=""T8137n""","=""L3475""",
Ne,1,"=""451.0170""","=""0.0020""","=""451.01537""","=""0.00004""","=""150""","=""""",,"=""150315.8612""","=""172481.8376""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Mn,2,"=""451.0210""","=""0.0006""","=""451.0208""","=""0.0004""","=""3""","=""9.e+06""",D,"=""85960.622""","=""108126.33""","=""3d5.(6S).5p""","=""x 7P*""","=""3""","=""3d5.(6S).7s""","=""7S""","=""3""",,"=""c88""","=""L562""",
S,5,"=""""","=""""","=""451.03+""","=""""","=""""","=""1.39e+00""",B+,"=""323547.3""","=""345712.8""","=""3p.3d""","=""3F*""","=""3""","=""3p.3d""","=""3P*""","=""1""",E2,"=""T7942c84""","=""""",
Th,1,"=""451.02659""","=""0.00006""","=""451.026570""","=""0.000008""","=""34""","=""""",,"=""15618.98461""","=""37784.4105""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L5951""",
W,1,"=""451.0276""","=""""","=""451.0259""","=""0.0016""","=""2""","=""""",,"=""13777.71""","=""35943.17""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Th,1,"=""451.03610""","=""0.00005""","=""451.036109""","=""0.000012""","=""51""","=""""",,"=""11802.93238""","=""33967.8895""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
V,5,"=""451.04""","=""""","=""451.05+""","=""""","=""""","=""""",,"=""470488.77""","=""492653""","=""3p6.7h""","=""2H*""","=""9/2""","=""3p6.9i""","=""2I""","=""""",,"=""""","=""L3632""",
V,5,"=""451.04""","=""""","=""451.05""","=""""","=""""","=""""",,"=""470488.77""","=""492653""","=""3p6.7h""","=""2H*""","=""11/2""","=""3p6.9i""","=""2I""","=""""",,"=""""","=""L3632""",
Th,1,"=""451.04279""","=""0.00006""","=""451.042942""","=""0.000010""","=""28""","=""""",,"=""13297.43316""","=""35462.0545""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L5951""",
Na,2,"=""451.0475""","=""0.0003""","=""""","=""""","=""160""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L914""",
Hf,1,"=""451.0520""","=""0.0011""","=""451.0533""","=""0.0003""","=""42""","=""""",,"=""28200.544""","=""50364.656""","=""5d3.(b 2P).6s""","=""c 3P""","=""2""","=""5d3.(b 4P).6p""","=""w 5D*""","=""2""",,"=""""","=""L16323""",
Th,2,"=""451.052585""","=""0.000014""","=""451.052579""","=""0.000007""","=""1200""","=""""",,"=""10572.04139""","=""32736.1892""","=""5f.6d.(3H*).7s""","=""*""","=""9/2""","=""5f.6d.(3H*).7p""","=""""","=""7/2""",,"=""""","=""L5951""",
Fe,1,"=""""","=""""","=""451.06336""","=""0.00003""","=""""","=""1.0e-01""",E,"=""888.132""","=""23051.750""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d7.(4P).4s""","=""b 3P""","=""0""",M1,"=""T6409""","=""""",
Ar,1,"=""451.0733""","=""""","=""451.07334""","=""""","=""100""","=""1.18e+06""",B+,"=""95399.8276""","=""117562.9553""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",,"=""T5223""","=""L2634""",
Ho,1,"=""451.082""","=""""","=""""","=""""","=""140""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Fe,1,"=""451.0820""","=""0.0003""","=""451.08223""","=""0.00003""","=""71""","=""""",,"=""29056.324""","=""51219.015""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5P*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""3""",,"=""""","=""L11631""",
N,3,"=""451.091""","=""""","=""451.088""","=""""","=""90""","=""2.84e+07""",B,"=""287529.4""","=""309691.8""","=""2s.2p.(3P*).3s""","=""4P*""","=""1/2""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""",,"=""T7192LS""","=""L3513""",
K,4,"=""451.093""","=""0.010""","=""451.090""","=""0.012""","=""""","=""3.18e+00""",,"=""16384.0""","=""38546.3""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p4""","=""1S""","=""0""",E2,"=""T5014""","=""L3453""",
Th,2,"=""451.09446""","=""0.00006""","=""451.094454""","=""0.000012""","=""23""","=""""",,"=""16906.59928""","=""39068.6896""","=""5f.(2F*).6d2.(3F)""","=""*""","=""7/2""","=""5f2.(3F).6d""","=""""","=""7/2""",,"=""""","=""L5951""",
Hf,1,"=""451.0960""","=""0.0011""","=""451.09591""","=""0.00016""","=""84""","=""""",,"=""29246.6760""","=""51408.695""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 3G*""","=""4""","=""""","=""5141""","=""5""",,"=""""","=""L16323""",
N,3,"=""""","=""""","=""451.096""","=""""","=""""","=""4.77e+07""",B,"=""287591.5""","=""309753.5""","=""2s.2p.(3P*).3s""","=""4P*""","=""3/2""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""",,"=""T7192LS""","=""""",
Ta,1,"=""451.0982""","=""""","=""451.097+""","=""""","=""360c""","=""1.56e+06""",B,"=""5621.04""","=""27783.0?""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""277*""","=""11/2""",,"=""T4976""","=""L7593,L3475""",
W,2,"=""451.12223""","=""""","=""451.1217""","=""0.0006""","=""3""","=""2.53e+05""",B,"=""22194.031""","=""44354.784""","=""""","=""""","=""7/2""","=""""","=""""","=""5/2""",,"=""T7162""","=""L11762""",
Ac,2,"=""451.1230""","=""0.0009""","=""451.1228""","=""0.0003""","=""240""","=""""",,"=""13236.418""","=""35397.115""","=""6d2""","=""3F""","=""2""","=""5f.7s""","=""3F*""","=""2""",,"=""""","=""L7344""",
Pt,1,"=""451.12459""","=""0.00020""","=""451.12474""","=""0.00010""","=""170""","=""""",,"=""37590.5647""","=""59751.167""","=""5d9.6p""","=""3F*""","=""4""","=""5d9.6d""","=""a 3G""","=""4""",,"=""""","=""L6581""",
Th,1,"=""451.12933""","=""0.00005""","=""451.129343""","=""0.000016""","=""43""","=""""",,"=""21077.152101""","=""43237.5285""","=""6d2.7s.7p""","=""5F*""","=""5""","=""""","=""""","=""6""",,"=""""","=""L5951""",
In,1,"=""451.1299""","=""""","=""451.12972""","=""0.00020""","=""18000""","=""8.93e+07""",B+,"=""2212.599""","=""24372.957""","=""5s2.5p""","=""2P*""","=""3/2""","=""5s2.6s""","=""2S""","=""1/2""",,"=""T7227""","=""L4218""",
W,1,"=""451.1301""","=""""","=""""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
Sm,1,"=""451.133""","=""""","=""""","=""""","=""120""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Sc,1,"=""451.1372""","=""0.0010""","=""451.1378""","=""0.0003""","=""4""","=""1.1e+06""",D+,"=""14926.061""","=""37086.020""","=""3d2.(3F).4s""","=""2F""","=""5/2""","=""3d2.(1D).4p""","=""2P*""","=""3/2""",,"=""T5448""","=""L4189c12""",
Fe,2,"=""451.1417""","=""0.0003""","=""451.141383""","=""0.000020""","=""13bl(Ne)""","=""""",,"=""91070.566""","=""113230.351""","=""3d6.(5D).5p""","=""4F*""","=""5/2""","=""3d6.(5D).7s""","=""6D""","=""3/2""",,"=""""","=""L18349c148""",
Ne,2,"=""451.1420""","=""0.0003""","=""451.1420""","=""0.0003""","=""160""","=""""",,"=""306687.271""","=""328847.027""","=""2s2.2p4.(1D).3d""","=""2F""","=""5/2""","=""2s2.2p4.(1D<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L1406""",
V,1,"=""451.1431""","=""0.0002""","=""451.14289""","=""0.00006""","=""64000""","=""4.1e+06""",B,"=""17182.073""","=""39341.784""","=""3d4.(3G).4s""","=""a 4G""","=""9/2""","=""3d4.(3F2).4p""","=""u 4F*""","=""7/2""",,"=""T9399""","=""L15916""",
Ne,2,"=""451.1478""","=""0.0003""","=""451.1478""","=""0.0003""","=""160""","=""""",,"=""306687.654""","=""328847.124""","=""2s2.2p4.(1D).3d""","=""2F""","=""7/2""","=""2s2.2p4.(1D<2>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L1406""",
Ta,1,"=""451.1503""","=""""","=""451.146+""","=""""","=""75""","=""3.6e+05""",C+,"=""5621.04""","=""27780.62""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""5d3.6s.(5F).6p""","=""z 6D*""","=""7/2""",,"=""T4976""","=""L7593,L3475""",
Ne,1,"=""451.1509""","=""0.0020""","=""451.148""","=""0.003""","=""200*""","=""""",,"=""150858.5079""","=""173017.98""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).11d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""451.1509""","=""0.0020""","=""451.14800""","=""0.00010""","=""200*""","=""""",,"=""150315.8612""","=""172475.321""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Tb,1,"=""451.152""","=""""","=""""","=""""","=""150w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ti,3,"=""451.1579""","=""""","=""451.159+""","=""""","=""4""","=""""",,"=""148111.10""","=""170270.02""","=""3p6.3d.5p""","=""3F*""","=""3""","=""3p6.3d.6s""","=""1D""","=""2""",,"=""""","=""L3593""",
Cr,2,"=""451.17853""","=""0.00015""","=""451.17712""","=""0.00004""","=""8bl(Cr I)""","=""""",,"=""52297.7730""","=""74455.8028""","=""3d5""","=""d 2G""","=""7/2""","=""3d4.(a 1G).4p""","=""x 2H*""","=""9/2""",,"=""""","=""L18847c153""",
Sm,2,"=""451.183""","=""""","=""""","=""""","=""560""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Cr,1,"=""451.18909""","=""0.00004""","=""451.189055""","=""0.000020""","=""210""","=""1.65e+07""",B,"=""24897.4635""","=""47054.9072""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d5.(4G).4p""","=""y 3G*""","=""4""",,"=""u10""","=""L14866""",
Hf,1,"=""451.1970""","=""0.0007""","=""451.1965""","=""0.0003""","=""130""","=""""",,"=""20328.402""","=""42485.481""","=""5d2.6s2""","=""1S""","=""0""","=""5d3.(b 4P).6p""","=""t 3D*""","=""1""",,"=""""","=""L16323""",
Mo,1,"=""451.2134""","=""""","=""451.2135+""","=""""","=""140""","=""9.7e+05""",B+,"=""11142.784""","=""33299.029""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",,"=""T5293""","=""L10250,L3475""",
Th,2,"=""451.248313""","=""0.000024""","=""451.248319""","=""0.000008""","=""250""","=""""",,"=""11576.40136""","=""33730.9351""","=""5f.6d.(1D*).7s""","=""2D*""","=""3/2""","=""5f2.(1D).7s""","=""""","=""5/2""",,"=""""","=""L5951""",
Hf,1,"=""451.2510""","=""0.0011""","=""451.25096""","=""0.00020""","=""42""","=""""",,"=""26202.5501""","=""48356.954""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5F*""","=""5""","=""5d4""","=""c 3G""","=""4""",,"=""""","=""L16323""",
Y,1,"=""451.2561""","=""""","=""451.25585""","=""0.00003""","=""1""","=""2.57e+05""",B+,"=""11277.928""","=""33432.092""","=""4d2.(3F).5s""","=""a 4F""","=""7/2""","=""4d2.(3F).5p""","=""z 2G*""","=""7/2""",,"=""T9421""","=""L7610""",
Al,3,"=""451.2564""","=""""","=""451.257""","=""""","=""13""","=""2.09e+08""",A+,"=""143633.38""","=""165787.51""","=""2p6.4p""","=""2P*""","=""1/2""","=""2p6.4d""","=""2D""","=""3/2""",,"=""c32""","=""L277""",
Hf,1,"=""451.2600""","=""0.0011""","=""451.2586""","=""0.0003""","=""42""","=""""",,"=""28200.544""","=""50354.571""","=""5d3.(b 2P).6s""","=""c 3P""","=""2""","=""5d3.(b 4F).6p""","=""t 3F*""","=""3""",,"=""""","=""L16323""",
V,2,"=""451.2702""","=""0.0007""","=""451.27010""","=""0.00008""","=""2200""","=""""",,"=""30613.910""","=""52767.3745""","=""3d4""","=""d 3F1""","=""4""","=""3d3.(4P).4p""","=""x 3D*""","=""3""",,"=""""","=""L10089c179""",
Ti,1,"=""451.2733""","=""0.0002""","=""451.27339""","=""0.00010""","=""3000""","=""9.86e+06""",C+,"=""6742.756""","=""28896.059""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d3.(4F).4p""","=""y 5F*""","=""5""",,"=""T4294""","=""L10989""",
Th,2,"=""451.28302""","=""0.00008""","=""451.28312""","=""0.00006""","=""17""","=""""",,"=""37840.8437""","=""59993.669""","=""5f2.(3F).6d""","=""""","=""9/2""","=""5f2.7p? ""","=""*""","=""9/2""",,"=""""","=""L5951""",
Hf,1,"=""451.2870""","=""0.0011""","=""""","=""""","=""42""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L16323""",
W,1,"=""451.2880""","=""""","=""451.2895""","=""0.0016""","=""50""","=""""",,"=""18116.84""","=""40269.35""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
Ca,3,"=""451.2911""","=""0.0018""","=""451.2912""","=""0.0010""","=""60""","=""1.0e+07""",B,"=""328588.76""","=""350741.19""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""","=""3s2.3p5.(2P*<1/2>).4f""","=""2[5/2]""","=""3""",,"=""u33""","=""L1405""",
Th,1,"=""451.29500""","=""0.00020""","=""451.294686""","=""0.000008""","=""8""","=""""",,"=""13088.56115""","=""35240.8187""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L3552""",
Tb,2,"=""451.296""","=""""","=""""","=""""","=""45""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3475""",
Ni,1,"=""""","=""""","=""451.2990""","=""""","=""""","=""2.2e+06""",D,"=""29888.477""","=""52040.523""","=""3d9.(2D).4p""","=""3D*""","=""2""","=""3d8.4s.(4F).5s""","=""3F""","=""2""",,"=""T4287""","=""""",
V,1,"=""451.3008""","=""0.0003""","=""451.30091""","=""0.00020""","=""15000""","=""""",,"=""14548.816""","=""36700.768""","=""3d3.4s2""","=""2D2""","=""5/2""","=""3d3.(4P).4s.4p.(3P*)""","=""x 2D*""","=""5/2""",,"=""""","=""L15916""",
Cr,1,"=""451.3025""","=""0.002""","=""451.3021""","=""0.0003""","=""3""","=""""",,"=""37205.851""","=""59357.746""","=""3d5.(2G2).4s""","=""c 3G""","=""3""","=""3d4.(3F1).4s.4p.(1P*)""","=""r 3F*""","=""2""",,"=""""","=""L808""",
